Book,Author,Genres,Avg_Rating,Num_Ratings
Women Who Run With the Wolves,Clarissa Pinkola Estés,"['Nonfiction', 'Feminism', 'Psychology', 'Spirituality', 'Mythology', 'Self Help', 'Womens']","4,13","67,024"
The Book of Disquiet,Fernando Pessoa,"['Fiction', 'Poetry', 'Classics', 'Philosophy', 'Literature', 'Portugal', 'Portuguese Literature']","4,42","27,576"
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,"['History', 'Nonfiction', 'Adventure', 'Survival', 'Historical', 'American History', 'Audiobook']","4,14","102,915"
The Naked and the Dead,Norman Mailer,"['Fiction', 'Classics', 'War', 'Historical Fiction', 'Literature', 'Novels', 'World War II']","3,94","24,729"
The Man Without Qualities,Robert Musil,"['Fiction', 'Classics', 'Philosophy', 'Literature', 'German Literature', 'Novels', 'Historical Fiction']","4,19","6,444"
These Three Words,Jess van der Hoech,"['Nonfiction', 'Self Help', 'Inspirational', 'Philosophy', 'Education', 'Psychology', 'Productivity']","4,37",158
How to Be a Woman,Caitlin Moran,"['Nonfiction', 'Feminism', 'Memoir', 'Humor', 'Biography', 'Audiobook', 'Womens']","3,72","107,197"
Cloudstreet,Tim Winton,"['Fiction', 'Australia', 'Historical Fiction', 'Classics', 'Literature', 'Literary Fiction', 'Novels']","4,01","23,974"
The Street Lawyer,John Grisham,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller']","3,87","112,317"
"Searching for Ganesha: Collecting Images of the Sweet-Loving, Elephant-Headed Hindu Deity Everybody Admires",Paul Spencer Sochaczewski,"['Education', 'Nonfiction', 'Inspirational', 'How To']","4,34",651
Bad Feminist,Roxane Gay,"['Nonfiction', 'Feminism', 'Essays', 'Memoir', 'Audiobook', 'Womens', 'Race']","3,94","107,47"
Earth Abides,George R. Stewart,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Apocalyptic', 'Dystopia', 'Classics', 'Science Fiction Fantasy']","3,95","28,491"
Sphere,Michael Crichton,"['Science Fiction', 'Fiction', 'Thriller', 'Horror', 'Mystery', 'Suspense', 'Science Fiction Fantasy']","3,82","179,314"
Let's Explore Diabetes with Owls,David Sedaris,"['Humor', 'Nonfiction', 'Essays', 'Memoir', 'Audiobook', 'Short Stories', 'Comedy']","3,84","139,348"
Why We Never Repeat Jokes?,Ramzy Sweis,"['Humor', 'Young Adult', 'Contemporary', 'Novels', 'New Adult', 'Cultural', 'Adult']","4,23",224
Stage Fright,Diane L. Kowalyshyn,"['Fiction', 'Epic', 'Drama']","4,42",175
Raintree County,Ross Lockridge Jr.,"['Fiction', 'Historical Fiction', 'Classics', 'Novels', 'Civil War', 'Romance', 'War']","3,95","1,036"
The Sea of Tranquility,Katja Millay,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Fiction', 'Contemporary Romance', 'Abuse']","4,29","84,883"
"18 Minutes: Find Your Focus, Master Distraction, and Get the Right Things Done",Peter Bregman,"['Self Help', 'Business', 'Nonfiction', 'Productivity', 'Personal Development', 'Psychology', 'Leadership']","3,8","5,519"
Intensity,Dean Koontz,"['Horror', 'Thriller', 'Fiction', 'Suspense', 'Mystery', 'Mystery Thriller', 'Crime']","4,04","81,346"
"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,"['History', 'Nonfiction', 'Science', 'Biography', 'American History', 'Historical', 'Audiobook']","4,04","59,162"
Jesus’ Son,Denis Johnson,"['Short Stories', 'Fiction', 'Contemporary', 'Literature', 'Literary Fiction', 'American', 'Classics']","4,13","34,692"
All the Single Ladies: Unmarried Women and the Rise of an Independent Nation,Rebecca Traister,"['Nonfiction', 'Feminism', 'History', 'Politics', 'Audiobook', 'Sociology', 'Womens']",4,"16,29"
Shakespeare: The World as Stage,Bill Bryson,"['Nonfiction', 'Biography', 'History', 'Audiobook', 'Historical', 'Biography Memoir', 'Humor']","3,81","44,007"
The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan,"['History', 'Nonfiction', 'American History', 'Historical', 'Audiobook', 'Environment', 'Nature']","4,04","52,827"
Leap of Faith (The Rufino Factor Book One),Joshua Rem,"['Fantasy', 'Young Adult', 'Mystery', 'Fiction', 'Adventure', 'Novels', 'Love Story']","4,18",237
The Birth of Venus,Sarah Dunant,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Art', 'Romance', 'Adult Fiction']","3,81","97,135"
Lysistrata,Aristophanes,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'Humor', 'Feminism']","3,85","41,187"
Out of Africa,Karen Blixen,"['Nonfiction', 'Africa', 'Classics', 'Memoir', 'Biography', 'Travel', 'History']","3,92","41,651"
Hey Nostradamus!,Douglas Coupland,"['Fiction', 'Canada', 'Contemporary', 'Novels', 'Literary Fiction', 'Young Adult', 'Literature']","3,73","18,741"
Assassination Vacation,Sarah Vowell,"['Nonfiction', 'History', 'Humor', 'Travel', 'Essays', 'Audiobook', 'Memoir']","3,93","46,227"
Richard III,William Shakespeare,"['Classics', 'Plays', 'Drama', 'Fiction', 'Historical Fiction', 'Theatre', 'School']","3,91","51,214"
A Gracious Enemy & After the War Volume One,Michael G. Kramer,"['Epic', 'Drama', 'Novels', 'Contemporary', 'Fiction']","4,3","1,693"
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"['Nonfiction', 'Food', 'Memoir', 'Biography', 'Cooking', 'Audiobook', 'Autobiography']","4,13","287,102"
In Order to Live: A North Korean Girl's Journey to Freedom,Yeonmi Park,"['Nonfiction', 'Memoir', 'Biography', 'Autobiography', 'Audiobook', 'History', 'Asia']","4,49","70,724"
Sex at Dawn: The Prehistoric Origins of Modern Sexuality,Christopher Ryan,"['Nonfiction', 'Science', 'History', 'Sexuality', 'Psychology', 'Anthropology', 'Relationships']","3,98","28,622"
The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard,"['History', 'Nonfiction', 'Biography', 'Adventure', 'Travel', 'Presidents', 'American History']","4,17","62,991"
Killing Lincoln: The Shocking Assassination that Changed America Forever,Bill O'Reilly,"['History', 'Nonfiction', 'Biography', 'Historical', 'American History', 'Civil War', 'Politics']","4,04","101,961"
Three Comrades,Erich Maria Remarque,"['Classics', 'Fiction', 'German Literature', 'Historical Fiction', 'War', 'Germany', 'Romance']","4,48","31,941"
The Gifts of Imperfection,Brené Brown,"['Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Audiobook', 'Mental Health', 'Spirituality']","4,25","172,253"
From Time to Time,Daniel Mangena,"['Inspirational', 'Nonfiction', 'Business', 'Personal Development', 'Education', 'Self Help', 'Psychology']","4,46",61
Bel-Ami,Guy de Maupassant,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Romance']","3,85","38,643"
Awaken Your Alpha: Tales and Tactics to Thrive,Adam Lewis Walker,['Psychology'],"4,58",33
It's the Stars Will Be Our Lamps,Alan Walsh,"['Ireland', 'Mystery', 'Irish Literature']","3,91",34
The Power of Positive Thinking,Norman Vincent Peale,"['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Business', 'Philosophy', 'Spirituality']","4,17","104,343"
The Legend of Dell Briggers,Joe Hilley,['Fiction'],"4,41",32
How Green Was My Valley,Richard Llewellyn,"['Classics', 'Fiction', 'Historical Fiction', 'Historical', 'Coming Of Age', 'British Literature', 'Literature']","4,2","16,759"
The Bloody Chamber and Other Stories,Angela Carter,"['Short Stories', 'Fantasy', 'Fiction', 'Horror', 'Gothic', 'Classics', 'Fairy Tales']","3,94","51,52"
Out of My Mind,Sharon M. Draper,"['Realistic Fiction', 'Young Adult', 'Middle Grade', 'Fiction', 'Contemporary', 'Childrens', 'Disability']","4,36","149,032"
A Hero of Our Time,Mikhail Lermontov,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Novels']","4,11","55,719"
Small Great Things,Jodi Picoult,"['Fiction', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction', 'Book Club', 'Race']","4,35","340,377"
Genghis Khan and the Making of the Modern World,Jack Weatherford,"['History', 'Nonfiction', 'Biography', 'Asia', 'Historical', 'World History', 'Audiobook']","4,04","68,791"
A Gathering of Twine,Martin Adil-Smith,"['Horror', 'Gothic', 'Fantasy', 'Fiction', 'Conspiracy Theories', 'Occult', 'Science Fiction']","4,27",282
Grim Fairy Tales,Adam Nicke,"['Classics', 'Horror']","4,54",114
The Female Eunuch,Germaine Greer,"['Feminism', 'Nonfiction', 'Philosophy', 'Politics', 'Womens', 'Gender', 'Classics']","3,7","6,818"
"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman,"['Nonfiction', 'Medicine', 'Anthropology', 'Medical', 'Science', 'Memoir', 'Biography']","4,19","79,409"
The Luminaries,Eleanor Catton,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Literary Fiction', 'Contemporary', 'Literature']","3,74","76,974"
Hairspray and Lighter,J. Jupes,"['Novels', 'Contemporary', 'Book Club', 'Fiction', 'Drama']","4,48",244
Positive Thoughts Positive Outcomes: Master the Fourteen Principles to Transform Your Life,Shane Senior,"['Health', 'Self Help']","4,02",47
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,"['Religion', 'History', 'Nonfiction', 'Philosophy', 'Spirituality', 'Islam', 'Theology']","3,88","48,549"
Blood and Guts in High School,Kathy Acker,"['Fiction', 'Feminism', 'Novels', 'Literature', 'Classics', '20th Century', 'Womens']","3,46","5,353"
The Sunne in Splendour,Sharon Kay Penman,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'British Literature', '15th Century', 'Plantagenet']","4,4","21,393"
"I Am Nujood, Age 10 and Divorced",Nujood Ali,"['Nonfiction', 'Memoir', 'Biography', 'Feminism', 'Biography Memoir', 'Autobiography', 'Religion']","3,81","22,282"
Buddenbrooks: The Decline of a Family,Thomas Mann,"['Classics', 'Fiction', 'German Literature', 'Germany', 'Literature', 'Historical Fiction', 'Novels']","4,18","28,034"
"Annabel Horton, Lost Witch of Salem",Olivia Hardy Ray,"['Witches', 'Historical Fiction', 'Paranormal', 'Fantasy', 'Historical', 'Fiction']","4,21",135
Pleasant Day,Vera Jane Cook,"['Fiction', 'Contemporary', 'Mystery Thriller', 'Novels']","4,31","1,228"
The Information,Martin Amis,"['Fiction', 'Novels', 'Literature', 'Contemporary', 'Literary Fiction', 'British Literature', 'Thriller']","3,59","5,788"
Fables of the Reconstruction,Jez Jones,"['Zombies', 'Short Stories', 'Paranormal', 'Erotica', 'Horror', 'Steampunk']","4,13",159
"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,"['Nonfiction', 'Memoir', 'Food', 'Cooking', 'Biography', 'Chick Lit', 'Biography Memoir']","3,71","158,259"
Delta of Venus,Anaïs Nin,"['Fiction', 'Erotica', 'Short Stories', 'Classics', 'Romance', 'Sexuality', 'France']","3,62","21,124"
Flash Boys: A Wall Street Revolt,Michael Lewis,"['Nonfiction', 'Business', 'Finance', 'Economics', 'History', 'Audiobook', 'Technology']","4,14","79,846"
Fever 1793,Laurie Halse Anderson,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Middle Grade', 'Childrens', 'School']","3,93","120,568"
Master of the Game,Sidney Sheldon,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Romance', 'Drama']","4,14","55,656"
Fall on Your Knees,Ann-Marie MacDonald,"['Fiction', 'Historical Fiction', 'Canada', 'Historical', 'Literary Fiction', 'Novels', 'Canadian Literature']","3,97","64,888"
Spilled Milk,K.L. Randis,"['Nonfiction', 'Memoir', 'True Crime', 'Biography', 'Abuse', 'Audiobook', 'Crime']","4,41","57,598"
Uncovering Love,J.J. Sorel,"['Contemporary', 'Romance', 'Contemporary Romance', 'Fiction']","4,28","3,667"
Phèdre,Jean Racine,"['Plays', 'Classics', 'France', 'Theatre', 'Drama', 'Fiction', 'French Literature']","3,7","20,016"
Balzac and the Little Chinese Seamstress,Dai Sijie,"['Fiction', 'Historical Fiction', 'China', 'Asia', 'Historical', 'Books About Books', 'Asian Literature']","3,64","61,694"
Inherit the Wind: The Powerful Courtroom Drama in which Two Men Wage the Legal War of the Century,Jerome Lawrence,"['Plays', 'Classics', 'Fiction', 'Drama', 'Historical Fiction', 'School', 'Theatre']","3,93","23,014"
Sold,Patricia McCormick,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Poetry', 'Historical Fiction', 'Teen', 'Contemporary']","4,23","56,189"
Mornings in Jenin,Susan Abulhawa,"['Historical Fiction', 'Fiction', 'Historical', 'Novels', 'War', 'Politics', 'Israel']","4,43","28,701"
When Nietzsche Wept,Irvin D. Yalom,"['Psychology', 'Fiction', 'Philosophy', 'Historical Fiction', 'Novels', 'Literature', 'American']","4,36","65,377"
Leading Hybrid and Remote Teams: A Manual on Benchmarking to Best Practices for Competitive Advantage,Gleb Tsipursky,"['Business', 'Nonfiction']","4,45",40
Bottled Lightning,L.M. Weeks,"['Fiction', 'Contemporary', 'Thriller', 'Drama', 'Epic', 'Mystery', 'Amazon']","4,14",693
"Diet for a New America: How Your Food Choices Affect Your Health, Happiness and the Future of Life on Earth",John Robbins,"['Nonfiction', 'Food', 'Health', 'Vegan', 'Nutrition', 'Vegetarian', 'Environment']","4,18","3,803"
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,"['Nonfiction', 'Biography', 'Military Fiction', 'History', 'War', 'Memoir', 'Autobiography']","4,02","126,688"
Les Liaisons dangereuses,Pierre Choderlos de Laclos,"['Classics', 'Fiction', 'France', 'French Literature', 'Romance', 'Historical Fiction', '18th Century']","4,06","50,649"
Have a Little Faith: a True Story,Mitch Albom,"['Nonfiction', 'Inspirational', 'Religion', 'Memoir', 'Spirituality', 'Faith', 'Biography']","4,18","82,894"
At Home: A Short History of Private Life,Bill Bryson,"['Nonfiction', 'History', 'Audiobook', 'Humor', 'Historical', 'Science', 'Architecture']","3,98","90,975"
"Hillbilly Tales from the Smoky Mountains - And Other Homespun Remedies, Proverbs, and Poetry",Patricia H. Graham,"['Poetry', 'Fiction']","3,84",57
The Sandman Vol. 1: Preludes & Nocturnes,Neil Gaiman,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']","4,25","256,363"
A Great Sage and A Rascal Named Doku,Vivek Rajan Vivek,['Self Help'],"4,13",70
Slaves of New York,Tama Janowitz,"['Fiction', 'Short Stories', 'New York', 'Contemporary', 'Literature', 'American', 'Novels']","3,49","3,495"
The Electric Kool-Aid Acid Test,Tom Wolfe,"['Nonfiction', 'History', 'Classics', 'Biography', 'Journalism', 'Memoir', 'Literature']","3,92","73,763"
A Long Way Down,Nick Hornby,"['Fiction', 'Contemporary', 'Humor', 'British Literature', 'Novels', 'Adult', 'Adult Fiction']","3,43","85,976"
The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,"['Horror', 'Zombies', 'Fiction', 'Humor', 'Science Fiction', 'Fantasy', 'Post Apocalyptic']","3,85","101,813"
Words are our Sorcery,Karl Wiggins,"['Writing', 'Poetry', 'New Age', 'Cooking']","4,53",136
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,"['Nonfiction', 'Self Help', 'Memoir', 'Essays', 'Audiobook', 'Psychology', 'Relationships']","4,25","93,995"
The Leopard,Giuseppe Tomasi di Lampedusa,"['Fiction', 'Classics', 'Historical Fiction', 'Italy', 'Italian Literature', 'Literature', 'Novels']","4,01","33,27"
Call of the Kami,Teresa Garcia,"['Poetry', 'Mythology', 'Folklore', 'Dragons']","4,14",21
A Dad After God's Own Heart: Becoming the Father Your Kids Need,Jim George,"['Parenting', 'Christian']","4,23",43
The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,Michael Finkel,"['Nonfiction', 'Biography', 'Audiobook', 'Memoir', 'Nature', 'Biography Memoir', 'True Crime']","3,89","68,666"
Defending Jacob,William Landay,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']","3,99","289,56"
The Gene: An Intimate History,Siddhartha Mukherjee,"['Science', 'Nonfiction', 'History', 'Biology', 'Medicine', 'Genetics', 'Health']","4,35","45,367"
Mind Hunter: Inside the FBI's Elite Serial Crime Unit,John E. Douglas,"['True Crime', 'Nonfiction', 'Crime', 'Psychology', 'Audiobook', 'History', 'Biography']","4,08","63,158"
Growth of the Soil,Knut Hamsun,"['Fiction', 'Classics', 'Literature', 'Nobel Prize', 'Scandinavian Literature', 'Novels', '20th Century']","4,23","9,608"
Ferdydurke,Witold Gombrowicz,"['Fiction', 'Polish Literature', 'Classics', 'School', 'Poland', 'Literature', 'Novels']","3,78","15,954"
The Ugly American,Eugene Burdick,"['Fiction', 'Politics', 'Historical Fiction', 'Classics', 'Asia', 'War', 'Novels']","4,05","4,463"
Cat on a Hot Tin Roof,Tennessee Williams,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'American', '20th Century']","4,06","58,922"
You're Never Weird on the Internet,Felicia Day,"['Nonfiction', 'Memoir', 'Biography', 'Humor', 'Audiobook', 'Autobiography', 'Biography Memoir']","4,07","49,216"
Cell,Stephen King,"['Horror', 'Fiction', 'Zombies', 'Thriller', 'Science Fiction', 'Post Apocalyptic', 'Fantasy']","3,66","215,118"
The Sense of an Ending,Julian Barnes,"['Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'Novels', 'British Literature', 'Book Club']","3,73","171,811"
2666,Roberto Bolaño,"['Fiction', 'Literature', 'Novels', 'Spanish Literature', 'Mystery', 'Literary Fiction', 'Latin American']","4,19","39,121"
Slouching Towards Bethlehem,Joan Didion,"['Nonfiction', 'Essays', 'Memoir', 'Classics', 'History', 'Short Stories', 'Journalism']","4,19","58,725"
The Design of Everyday Things,Donald A. Norman,"['Design', 'Nonfiction', 'Business', 'Psychology', 'Science', 'Art', 'Engineering']","4,15","39,778"
Extreme,Joan Gelfand,"['Drama', 'Novels', 'Fiction', 'Contemporary']","4,39",287
Missoula: Rape and the Justice System in a College Town,Jon Krakauer,"['Nonfiction', 'True Crime', 'Audiobook', 'Feminism', 'Crime', 'History', 'Politics']","4,1","51,583"
Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,Jane Mayer,"['Nonfiction', 'Politics', 'History', 'Economics', 'Business', 'Audiobook', 'Finance']","4,3","24,271"
The Demon,Hubert Selby Jr.,"['Fiction', 'Horror', 'Literature', 'Novels', 'Thriller', 'Dark', 'Literary Fiction']","3,89","3,052"
The Nicomachean Ethics,Aristotle,"['Philosophy', 'Classics', 'Nonfiction', 'Politics', 'School', 'Ancient', 'History']","3,98","45,141"
Brooklyn,Colm Tóibín,"['Fiction', 'Historical Fiction', 'Ireland', 'Romance', 'Historical', 'Irish Literature', 'Audiobook']","3,69","107,715"
Rising Strong: The Reckoning. The Rumble. The Revolution.,Brené Brown,"['Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Audiobook', 'Leadership', 'Mental Health']","4,25","77,214"
The Argonauts: A Memoir,Maggie Nelson,"['Nonfiction', 'Memoir', 'Feminism', 'Queer', 'LGBT', 'Essays', 'Biography']","4,02","43,882"
